Gaps of 0s and 1s (Length, Start Position, Gap Type):
Gap Type: 0, Length: 3, Start Position: X6312
Gap Type: 0, Length: 1, Start Position: X6317
Gap Type: 0, Length: 3, Start Position: X6319
Gap Type: 0, Length: 1, Start Position: X6324
Gap Type: 0, Length: 5, Start Position: X6326
Gap Type: 0, Length: 1, Start Position: X6332
Gap Type: 0, Length: 1, Start Position: X6334
Gap Type: 0, Length: 3, Start Position: X6337
Gap Type: 0, Length: 2, Start Position: X6341
Gap Type: 0, Length: 4, Start Position: X6344
Gap Type: 0, Length: 1, Start Position: X6349
Gap Type: 0, Length: 4, Start Position: X6351
Gap Type: 0, Length: 1, Start Position: X6357
Gap Type: 0, Length: 2, Start Position: X6360
Gap Type: 0, Length: 1, Start Position: X6363
Gap Type: 0, Length: 3, Start Position: X6366
Gap Type: 0, Length: 2, Start Position: X6372
Gap Type: 0, Length: 2, Start Position: X6375
Gap Type: 0, Length: 5, Start Position: X6378
Gap Type: 0, Length: 2, Start Position: X6384
Gap Type: 0, Length: 2, Start Position: X6387
Gap Type: 0, Length: 3, Start Position: X6390
Gap Type: 0, Length: 4, Start Position: X6394
Gap Type: 0, Length: 1, Start Position: X6401
Gap Type: 0, Length: 3, Start Position: X6404
Gap Type: 0, Length: 1, Start Position: X6409
Gap Type: 0, Length: 3, Start Position: X6411
Gap Type: 0, Length: 1, Start Position: X6415
Gap Type: 0, Length: 1, Start Position: X6418
Gap Type: 0, Length: 1, Start Position: X6420
Gap Type: 0, Length: 1, Start Position: X6422
Gap Type: 0, Length: 2, Start Position: X6425
Gap Type: 0, Length: 1, Start Position: X6428
Gap Type: 0, Length: 2, Start Position: X6431
Gap Type: 0, Length: 1, Start Position: X6435
Gap Type: 0, Length: 1, Start Position: X6438
Gap Type: 0, Length: 4, Start Position: X6440
Gap Type: 0, Length: 1, Start Position: X6445
Gap Type: 0, Length: 1, Start Position: X6448
Gap Type: 0, Length: 1, Start Position: X6451
Gap Type: 0, Length: 2, Start Position: X6453
Gap Type: 0, Length: 1, Start Position: X6456
Gap Type: 0, Length: 1, Start Position: X6458
Gap Type: 0, Length: 1, Start Position: X6460
Gap Type: 0, Length: 2, Start Position: X6462
Gap Type: 0, Length: 2, Start Position: X6466
Gap Type: 0, Length: 1, Start Position: X6470
Gap Type: 0, Length: 1, Start Position: X6473
Gap Type: 0, Length: 3, Start Position: X6476
Gap Type: 0, Length: 1, Start Position: X6480
Gap Type: 0, Length: 5, Start Position: X6483
Gap Type: 0, Length: 2, Start Position: X6490
Gap Type: 0, Length: 2, Start Position: X6493
Gap Type: 0, Length: 2, Start Position: X6496
Gap Type: 0, Length: 2, Start Position: X6499
Gap Type: 0, Length: 1, Start Position: X6502
Gap Type: 0, Length: 1, Start Position: X6506
Gap Type: 0, Length: 1, Start Position: X6509
Gap Type: 0, Length: 7, Start Position: X6512
Gap Type: 0, Length: 1, Start Position: X6520
Gap Type: 0, Length: 2, Start Position: X6522
Gap Type: 0, Length: 1, Start Position: X6526
Gap Type: 0, Length: 1, Start Position: X6528
Gap Type: 0, Length: 1, Start Position: X6534
Gap Type: 0, Length: 4, Start Position: X6536
Gap Type: 0, Length: 3, Start Position: X6542
Gap Type: 0, Length: 5, Start Position: X6546
Gap Type: 0, Length: 1, Start Position: X6555
Gap Type: 0, Length: 3, Start Position: X6558
Gap Type: 0, Length: 3, Start Position: X6562
Gap Type: 0, Length: 1, Start Position: X6566
Gap Type: 0, Length: 2, Start Position: X6568
Gap Type: 0, Length: 2, Start Position: X6571
Gap Type: 0, Length: 1, Start Position: X6575
Gap Type: 0, Length: 1, Start Position: X6580
Gap Type: 0, Length: 3, Start Position: X6582
Gap Type: 0, Length: 2, Start Position: X6587
Gap Type: 0, Length: 2, Start Position: X6590
Gap Type: 0, Length: 1, Start Position: X6593
Gap Type: 0, Length: 2, Start Position: X6596
Gap Type: 0, Length: 1, Start Position: X6606
Gap Type: 0, Length: 2, Start Position: X6608
Gap Type: 0, Length: 2, Start Position: X6614
Gap Type: 0, Length: 2, Start Position: X6617
Gap Type: 0, Length: 1, Start Position: X6620
Gap Type: 0, Length: 1, Start Position: X6622
Gap Type: 0, Length: 2, Start Position: X6624
Gap Type: 0, Length: 1, Start Position: X6627
Gap Type: 0, Length: 1, Start Position: X6634
Gap Type: 0, Length: 3, Start Position: X6636
Gap Type: 0, Length: 3, Start Position: X6644
Gap Type: 0, Length: 2, Start Position: X6648
Gap Type: 0, Length: 1, Start Position: X6653
Gap Type: 0, Length: 2, Start Position: X6655
Gap Type: 0, Length: 1, Start Position: X6658
Gap Type: 0, Length: 2, Start Position: X6669
Gap Type: 0, Length: 1, Start Position: X6673
Gap Type: 0, Length: 2, Start Position: X6675
Gap Type: 0, Length: 1, Start Position: X6678
Gap Type: 0, Length: 1, Start Position: X6680
Gap Type: 0, Length: 1, Start Position: X6684
Gap Type: 0, Length: 2, Start Position: X6689
Gap Type: 0, Length: 1, Start Position: X6693
Gap Type: 0, Length: 1, Start Position: X6696
Gap Type: 0, Length: 1, Start Position: X6701
Gap Type: 0, Length: 1, Start Position: X6703
Gap Type: 0, Length: 1, Start Position: X6706
Gap Type: 0, Length: 1, Start Position: X6709
Gap Type: 0, Length: 1, Start Position: X6711
Gap Type: 0, Length: 9, Start Position: X6714
Gap Type: 0, Length: 1, Start Position: X6725
Gap Type: 0, Length: 1, Start Position: X6728
Gap Type: 0, Length: 1, Start Position: X6731
Gap Type: 0, Length: 3, Start Position: X6733
Gap Type: 0, Length: 1, Start Position: X6737
Gap Type: 0, Length: 2, Start Position: X6740
Gap Type: 0, Length: 1, Start Position: X6744
Gap Type: 0, Length: 1, Start Position: X6746
Gap Type: 0, Length: 3, Start Position: X6748
Gap Type: 0, Length: 1, Start Position: X6752
Gap Type: 0, Length: 1, Start Position: X6754
Gap Type: 0, Length: 6, Start Position: X6756
Gap Type: 0, Length: 1, Start Position: X6764
Gap Type: 0, Length: 1, Start Position: X6769
Gap Type: 0, Length: 1, Start Position: X6771
Gap Type: 0, Length: 5, Start Position: X6773
Gap Type: 0, Length: 1, Start Position: X6781
Gap Type: 0, Length: 1, Start Position: X6785
Gap Type: 0, Length: 1, Start Position: X6787
Gap Type: 0, Length: 1, Start Position: X6789
Gap Type: 0, Length: 1, Start Position: X6791
Gap Type: 0, Length: 1, Start Position: X6793
Gap Type: 0, Length: 2, Start Position: X6795
Gap Type: 0, Length: 1, Start Position: X6798
Gap Type: 0, Length: 2, Start Position: X6800
Gap Type: 0, Length: 1, Start Position: X6803
Gap Type: 0, Length: 1, Start Position: X6805
Gap Type: 0, Length: 3, Start Position: X6809
Gap Type: 0, Length: 6, Start Position: X6817
Gap Type: 0, Length: 1, Start Position: X6824
Gap Type: 0, Length: 4, Start Position: X6827
Gap Type: 0, Length: 3, Start Position: X6834
Gap Type: 0, Length: 3, Start Position: X6838
Gap Type: 0, Length: 2, Start Position: X6842
Gap Type: 0, Length: 1, Start Position: X6845
Gap Type: 0, Length: 1, Start Position: X6849
Gap Type: 0, Length: 2, Start Position: X6852
Gap Type: 0, Length: 2, Start Position: X6855
Gap Type: 0, Length: 1, Start Position: X6859
Gap Type: 0, Length: 5, Start Position: X6863
Gap Type: 0, Length: 2, Start Position: X6869
Gap Type: 0, Length: 3, Start Position: X6872
Gap Type: 0, Length: 1, Start Position: X6876
Gap Type: 0, Length: 3, Start Position: X6878
Gap Type: 0, Length: 4, Start Position: X6883
Gap Type: 0, Length: 3, Start Position: X6889
Gap Type: 0, Length: 1, Start Position: X6895
Gap Type: 0, Length: 3, Start Position: X6898
Gap Type: 0, Length: 5, Start Position: X6902
Gap Type: 0, Length: 1, Start Position: X6912
Gap Type: 0, Length: 2, Start Position: X6917
Gap Type: 0, Length: 1, Start Position: X6923
Gap Type: 0, Length: 1, Start Position: X6926
Gap Type: 0, Length: 1, Start Position: X6928
Gap Type: 0, Length: 2, Start Position: X6931
Gap Type: 0, Length: 2, Start Position: X6935
Gap Type: 0, Length: 1, Start Position: X6938
Gap Type: 0, Length: 3, Start Position: X6940
Gap Type: 0, Length: 1, Start Position: X6944
Gap Type: 0, Length: 1, Start Position: X6955
Gap Type: 0, Length: 3, Start Position: X6958
Gap Type: 0, Length: 8, Start Position: X6962
Gap Type: 0, Length: 3, Start Position: X6971
Gap Type: 0, Length: 2, Start Position: X6975
Gap Type: 0, Length: 1, Start Position: X6978
Gap Type: 0, Length: 1, Start Position: X6980
Gap Type: 0, Length: 2, Start Position: X6982
Gap Type: 0, Length: 1, Start Position: X6987
Gap Type: 0, Length: 3, Start Position: X6994
Gap Type: 0, Length: 1, Start Position: X6999
Gap Type: 0, Length: 2, Start Position: X7001
Gap Type: 0, Length: 2, Start Position: X7004
Gap Type: 0, Length: 1, Start Position: X7007
Gap Type: 0, Length: 1, Start Position: X7011
Gap Type: 0, Length: 3, Start Position: X7014
Gap Type: 0, Length: 1, Start Position: X7018
Gap Type: 0, Length: 1, Start Position: X7021
Gap Type: 0, Length: 2, Start Position: X7023
Gap Type: 0, Length: 1, Start Position: X7027
Gap Type: 0, Length: 2, Start Position: X7030
Gap Type: 0, Length: 1, Start Position: X7033
Gap Type: 0, Length: 2, Start Position: X7036
Gap Type: 0, Length: 2, Start Position: X7040
Gap Type: 0, Length: 1, Start Position: X7044
Gap Type: 0, Length: 1, Start Position: X7047
Gap Type: 0, Length: 1, Start Position: X7051
Gap Type: 0, Length: 2, Start Position: X7056
Gap Type: 0, Length: 1, Start Position: X7059
Gap Type: 0, Length: 5, Start Position: X7062
Gap Type: 0, Length: 3, Start Position: X7072
Gap Type: 0, Length: 2, Start Position: X7076
Gap Type: 0, Length: 1, Start Position: X7083
Gap Type: 0, Length: 1, Start Position: X7086
Gap Type: 0, Length: 5, Start Position: X7089
Gap Type: 0, Length: 1, Start Position: X7098
Gap Type: 0, Length: 1, Start Position: X7101
Gap Type: 0, Length: 2, Start Position: X7104
Gap Type: 0, Length: 1, Start Position: X7107
Gap Type: 0, Length: 1, Start Position: X7109
Gap Type: 0, Length: 2, Start Position: X7113
Gap Type: 0, Length: 1, Start Position: X7116
Gap Type: 0, Length: 1, Start Position: X7123
Gap Type: 0, Length: 1, Start Position: X7125
Gap Type: 0, Length: 4, Start Position: X7127
Gap Type: 0, Length: 1, Start Position: X7132
Gap Type: 0, Length: 1, Start Position: X7134
Gap Type: 0, Length: 3, Start Position: X7140
Gap Type: 0, Length: 4, Start Position: X7146
Gap Type: 0, Length: 1, Start Position: X7151
Gap Type: 0, Length: 1, Start Position: X7154
Gap Type: 0, Length: 1, Start Position: X7157
Gap Type: 0, Length: 1, Start Position: X7160
Gap Type: 0, Length: 2, Start Position: X7162
Gap Type: 0, Length: 1, Start Position: X7165
Gap Type: 0, Length: 1, Start Position: X7167
Gap Type: 0, Length: 2, Start Position: X7169
Gap Type: 0, Length: 2, Start Position: X7172
Gap Type: 0, Length: 1, Start Position: X7176
Gap Type: 0, Length: 4, Start Position: X7178
Gap Type: 0, Length: 2, Start Position: X7183
Gap Type: 0, Length: 2, Start Position: X7187
Gap Type: 0, Length: 2, Start Position: X7195
Gap Type: 0, Length: 3, Start Position: X7201
Gap Type: 0, Length: 1, Start Position: X7205
Gap Type: 0, Length: 1, Start Position: X7207
Gap Type: 0, Length: 1, Start Position: X7209
Gap Type: 0, Length: 2, Start Position: X7214
Gap Type: 0, Length: 2, Start Position: X7219
Gap Type: 0, Length: 5, Start Position: X7223
Gap Type: 0, Length: 1, Start Position: X7235
Gap Type: 0, Length: 1, Start Position: X7238
Gap Type: 0, Length: 4, Start Position: X7241
Gap Type: 0, Length: 2, Start Position: X7247
Gap Type: 0, Length: 1, Start Position: X7251
Gap Type: 0, Length: 3, Start Position: X7253
Gap Type: 0, Length: 1, Start Position: X7257
Gap Type: 0, Length: 2, Start Position: X7259
Gap Type: 0, Length: 3, Start Position: X7262
Gap Type: 0, Length: 2, Start Position: X7266
Gap Type: 0, Length: 2, Start Position: X7269
Gap Type: 0, Length: 2, Start Position: X7274
Gap Type: 0, Length: 1, Start Position: X7282
Gap Type: 0, Length: 2, Start Position: X7285
Gap Type: 0, Length: 1, Start Position: X7289
Gap Type: 0, Length: 1, Start Position: X7292
Gap Type: 0, Length: 1, Start Position: X7295
Gap Type: 0, Length: 3, Start Position: X7300
Gap Type: 0, Length: 1, Start Position: X7306
Gap Type: 0, Length: 4, Start Position: X7310
Gap Type: 0, Length: 7, Start Position: X7316
Gap Type: 0, Length: 1, Start Position: X7324
Gap Type: 0, Length: 1, Start Position: X7327
Gap Type: 0, Length: 2, Start Position: X7329
Gap Type: 0, Length: 1, Start Position: X7332
Gap Type: 0, Length: 3, Start Position: X7334
Gap Type: 0, Length: 7, Start Position: X7340
Gap Type: 0, Length: 1, Start Position: X7349
Gap Type: 0, Length: 2, Start Position: X7351
Gap Type: 0, Length: 2, Start Position: X7354
Gap Type: 0, Length: 1, Start Position: X7357
Gap Type: 0, Length: 2, Start Position: X7361
Gap Type: 0, Length: 1, Start Position: X7365
Gap Type: 0, Length: 1, Start Position: X7367
Gap Type: 0, Length: 2, Start Position: X7369
Gap Type: 0, Length: 3, Start Position: X7373
Gap Type: 0, Length: 2, Start Position: X7377
Gap Type: 0, Length: 2, Start Position: X7381
Gap Type: 0, Length: 3, Start Position: X7386
Gap Type: 0, Length: 1, Start Position: X7393
Gap Type: 0, Length: 1, Start Position: X7398
Gap Type: 0, Length: 3, Start Position: X7400
Gap Type: 0, Length: 2, Start Position: X7407
Gap Type: 0, Length: 1, Start Position: X7413
Gap Type: 0, Length: 2, Start Position: X7416
Gap Type: 0, Length: 3, Start Position: X7419
Gap Type: 0, Length: 2, Start Position: X7424
Gap Type: 0, Length: 1, Start Position: X7433
Gap Type: 0, Length: 2, Start Position: X7437
Gap Type: 0, Length: 2, Start Position: X7442
Gap Type: 0, Length: 3, Start Position: X7445
Gap Type: 0, Length: 1, Start Position: X7449
Gap Type: 0, Length: 1, Start Position: X7455
Gap Type: 0, Length: 5, Start Position: X7457
Gap Type: 0, Length: 1, Start Position: X7464
Gap Type: 0, Length: 2, Start Position: X7468
Gap Type: 0, Length: 1, Start Position: X7471
Gap Type: 0, Length: 1, Start Position: X7474
Gap Type: 0, Length: 5, Start Position: X7483
Gap Type: 0, Length: 1, Start Position: X7489
Gap Type: 0, Length: 1, Start Position: X7494
Gap Type: 0, Length: 1, Start Position: X7496
Gap Type: 0, Length: 4, Start Position: X7498
Gap Type: 0, Length: 1, Start Position: X7504
Gap Type: 0, Length: 1, Start Position: X7507
Gap Type: 0, Length: 1, Start Position: X7509
Gap Type: 0, Length: 2, Start Position: X7512
Gap Type: 0, Length: 1, Start Position: X7519
Gap Type: 0, Length: 1, Start Position: X7521
Gap Type: 0, Length: 11, Start Position: X7526
Gap Type: 0, Length: 3, Start Position: X7541
Gap Type: 0, Length: 1, Start Position: X7546
Gap Type: 0, Length: 2, Start Position: X7548
Gap Type: 0, Length: 1, Start Position: X7552
Gap Type: 0, Length: 3, Start Position: X7555
Gap Type: 0, Length: 1, Start Position: X7560
Gap Type: 0, Length: 6, Start Position: X7562
Gap Type: 0, Length: 1, Start Position: X7572
Gap Type: 0, Length: 2, Start Position: X7574
Gap Type: 0, Length: 1, Start Position: X7578
Gap Type: 0, Length: 3, Start Position: X7580
Gap Type: 0, Length: 1, Start Position: X7584
Gap Type: 0, Length: 1, Start Position: X7586
Gap Type: 0, Length: 2, Start Position: X7588
Gap Type: 0, Length: 1, Start Position: X7592
Gap Type: 0, Length: 3, Start Position: X7594
Gap Type: 0, Length: 2, Start Position: X7601
Gap Type: 0, Length: 2, Start Position: X7604
Gap Type: 0, Length: 1, Start Position: X7609
Gap Type: 0, Length: 3, Start Position: X7612
Gap Type: 0, Length: 2, Start Position: X7616
Gap Type: 0, Length: 2, Start Position: X7619
Gap Type: 0, Length: 1, Start Position: X7624
Gap Type: 0, Length: 2, Start Position: X7626
Gap Type: 0, Length: 2, Start Position: X7629
Gap Type: 0, Length: 1, Start Position: X7634
Gap Type: 0, Length: 1, Start Position: X7637
Gap Type: 0, Length: 1, Start Position: X7639
Gap Type: 0, Length: 6, Start Position: X7646
Gap Type: 0, Length: 1, Start Position: X7655
Gap Type: 0, Length: 4, Start Position: X7657
Gap Type: 0, Length: 1, Start Position: X7662
Gap Type: 0, Length: 1, Start Position: X7666
Gap Type: 0, Length: 1, Start Position: X7668
Gap Type: 0, Length: 1, Start Position: X7670
Gap Type: 0, Length: 1, Start Position: X7673
Gap Type: 0, Length: 1, Start Position: X7675
Gap Type: 0, Length: 1, Start Position: X7677
Gap Type: 0, Length: 4, Start Position: X7682
Gap Type: 0, Length: 1, Start Position: X7690
Gap Type: 0, Length: 1, Start Position: X7692
Gap Type: 0, Length: 1, Start Position: X7694
Gap Type: 0, Length: 1, Start Position: X7696
Gap Type: 0, Length: 2, Start Position: X7701
Gap Type: 0, Length: 1, Start Position: X7705
Gap Type: 0, Length: 1, Start Position: X7708
Gap Type: 0, Length: 1, Start Position: X7711
Gap Type: 0, Length: 3, Start Position: X7713
Gap Type: 0, Length: 2, Start Position: X7717
Gap Type: 0, Length: 1, Start Position: X7722
Gap Type: 0, Length: 1, Start Position: X7725
Gap Type: 0, Length: 2, Start Position: X7728
Gap Type: 0, Length: 1, Start Position: X7735
Gap Type: 0, Length: 1, Start Position: X7738
Gap Type: 0, Length: 1, Start Position: X7740
Gap Type: 0, Length: 2, Start Position: X7742
Gap Type: 0, Length: 2, Start Position: X7745
Gap Type: 0, Length: 1, Start Position: X7748
Gap Type: 0, Length: 1, Start Position: X7750
Gap Type: 0, Length: 4, Start Position: X7752
Gap Type: 0, Length: 1, Start Position: X7760
Gap Type: 0, Length: 1, Start Position: X7764
Gap Type: 0, Length: 2, Start Position: X7770
Gap Type: 0, Length: 2, Start Position: X7773
Gap Type: 0, Length: 2, Start Position: X7782
Gap Type: 0, Length: 1, Start Position: X7785
Gap Type: 0, Length: 3, Start Position: X7791
Gap Type: 0, Length: 1, Start Position: X7795
Gap Type: 0, Length: 1, Start Position: X7799
Gap Type: 0, Length: 1, Start Position: X7801
Gap Type: 0, Length: 1, Start Position: X7803
Gap Type: 0, Length: 4, Start Position: X7806
Gap Type: 0, Length: 1, Start Position: X7811
Gap Type: 0, Length: 2, Start Position: X7813
Gap Type: 0, Length: 4, Start Position: X7818
Gap Type: 0, Length: 3, Start Position: X7823
Gap Type: 0, Length: 2, Start Position: X7830
Gap Type: 0, Length: 3, Start Position: X7834
Gap Type: 0, Length: 2, Start Position: X7839
Gap Type: 0, Length: 1, Start Position: X7842
Gap Type: 0, Length: 1, Start Position: X7848
Gap Type: 0, Length: 2, Start Position: X7852
Gap Type: 0, Length: 3, Start Position: X7855
Gap Type: 0, Length: 1, Start Position: X7859
Gap Type: 0, Length: 9, Start Position: X7861
Gap Type: 0, Length: 2, Start Position: X7871
Gap Type: 0, Length: 1, Start Position: X7875
Gap Type: 0, Length: 3, Start Position: X7877
